NR_ADMINISTRATIE	DT_BEGIN_RECORD	DT_EINDE_RECORD	CODE_FUNCTIE	CODE_SOORT	URL
CL2005	20140801		O	TCL	www.viertaal.nl
PO0001	20130301	20140422	S	PAPO	www.berseba.nl
PO0001	20140422		S	PAPO	www.berseba.nl
PO2001	20160101	20160418	S	PAPO	www.passendonderwijsgroningen.nl
PO2001	20160418		S	PAPO	www.passendonderwijsgroningen.nl
PO2001	20131101	20141023	S	PAPO	www.passendonderwijsgroningen.nl
PO2001	20141023	20160101	S	PAPO	www.passendonderwijsgroningen.nl
PO2201	20201201		S	PAPO	www.passendonderwijs-po-22-01.nl
PO2201	20131101	20201201	S	PAPO	www.passendonderwijs-po-22-01.nl
PO2202	20131101		S	PAPO	www.swv2202.nl
PO2203	20131001	20141002	S	PAPO	www.po2203.nl
PO2203	20141002		S	PAPO	www.po2203.nl
PO2301	20160901		S	PAPO	www.swvt-twentenoord.nl
PO2301	20130801	20160901	S	PAPO	www.swvt-twentenoord.nl
PO2302	20160927		S	PAPO	www.swv2302.nl
PO2302	20130801	20140709	S	PAPO	www.swv2302.nl
PO2302	20160101	20160927	S	PAPO	www.swv2302.nl
PO2302	20140709	20160101	S	PAPO	www.swv2302.nl
PO2303	20160615		S	PAPO	www.sinelimite.nl
PO2303	20130801	20160615	S	PAPO	www.sinelimite.nl
PO2304	20130701		S	PAPO	www.veldvaartenvecht.nl
PO2305	20131101		S	PAPO	www.2305po.nl
PO2401	20140602		S	PAPO	www.passendonderwijs-almere.nl
PO2401	20131101	20140602	S	PAPO	www.passendonderwijs-almere.nl
PO2402	20131101		S	PAPO	www.passendonderwijsnu.nl
PO2403	20190219		S	PAPO	www.pold.nl
PO2403	20131101	20190219	S	PAPO	www.pold.nl
PO2502	20131001		S	PAPO	www.swvoostachterhoek.nl
PO2503	20131101		S	PAPO	www.wsnsdoetinchem.nl
PO2504	20131101		S	PAPO	www.swvdeliemers-po.nl
PO2505	20141203	20150101	S	PAPO	www.swvapeldoornpo.nl
PO2505	20150101		S	PAPO	www.swvapeldoornpo.nl
PO2505	20130801	20141203	S	PAPO	www.swvapeldoornpo.nl
PO2506	20131101		S	PAPO	www.swv-passendwijs.nl
PO2507	20131101		S	PAPO	www.stromenland.nl
PO2508	20130801	20141014	S	PAPO	www.swvbepo.nl
PO2508	20141014	20190101	S	PAPO	www.swvbepo.nl
PO2508	20190221	20190321	S	PAPO	www.swvbepo.nl
PO2508	20190321		S	PAPO	www.swvbepo.nl
PO2508	20190101	20190221	S	PAPO	www.swvbepo.nl
PO2509	20180530		S	PAPO	www.zeeluwe.nl
PO2509	20150216	20180530	S	PAPO	www.zeeluwe.nl
PO2509	20131101	20150216	S	PAPO	www.zeeluwe.nl
PO2510	20150126	20150312	S	PAPO	www.swvrijnengeldersevallei.nl
PO2510	20150312		S	PAPO	www.swvrijnengeldersevallei.nl
PO2510	20131101	20150126	S	PAPO	www.swvrijnengeldersevallei.nl
PO2601	20151211	20180605	S	PAPO	www.swvutrechtpo.nl
PO2601	20180605	20200608	S	PAPO	www.swvutrechtpo.nl
PO2601	20200608		S	PAPO	www.swvutrechtpo.nl
PO2601	20131101	20151211	S	PAPO	www.swvutrechtpo.nl
PO2602	20130801	20140708	S	PAPO	www.swvdeeem.nl
PO2602	20140708		S	PAPO	www.swvdeeem.nl
PO2605	20190513	20200401	S	PAPO	www.profipendi.nl
PO2605	20200401		S	PAPO	www.profipendi.nl
PO2605	20131101	20190513	S	PAPO	www.profipendi.nl
PO2701	20170626		S	PAPO	www.swvkopvannoordholland.nl
PO2701	20131001	20170626	S	PAPO	www.swvkopvannoordholland.nl
PO2702	20150501	20170531	S	PAPO	www.dewestfrieseknoop.nl
PO2702	20131101	20150501	S	PAPO	www.dewestfrieseknoop.nl
PO2702	20170531		S	PAPO	www.dewestfrieseknoop.nl
PO2703	20150429	20160613	S	PAPO	www.ppo-nk.nl
PO2703	20131101	20140425	S	PAPO	www.ppo-nk.nl
PO2703	20140425	20150429	S	PAPO	www.ppo-nk.nl
PO2703	20160613		S	PAPO	www.ppo-nk.nl
PO2704	20130301		S	PAPO	www.passendonderwijs-zk.nl
PO2706	20130801		S	PAPO	www.swvwaterland.nl
PO2707	20140212	20140801	S	PAPO	www.swvamsterdamdiemen.nl
PO2707	20140801	20160414	S	PAPO	www.swvamsterdamdiemen.nl
PO2707	20160414	20190527	S	PAPO	www.swvamsterdamdiemen.nl
PO2707	20131101	20140212	S	PAPO	www.swvamsterdamdiemen.nl
PO2707	20190527		S	PAPO	www.swvamsterdamdiemen.nl
PO2708	20200801		S	PAPO	www.amstelronde.nl
PO2708	20130301	20200801	S	PAPO	www.amstelronde.nl
PO2709	20131201		S	PAPO	www.swvunita.nl
PO2710	20210101		S	PAPO	www.passendonderwijshaarlemmermeer.nl
PO2710	20131101	20140212	S	PAPO	www.passendonderwijshaarlemmermeer.nl
PO2710	20140212	20210101	S	PAPO	www.passendonderwijshaarlemmermeer.nl
PO2711	20150526	20170405	S	PAPO	www.passendonderwijsijmond.nl
PO2711	20170405		S	PAPO	www.passendonderwijsijmond.nl
PO2711	20131101	20150526	S	PAPO	www.passendonderwijsijmond.nl
PO2801	20131101		S	PAPO	www.pporegioleiden.nl
PO2802	20131203	20170509	S	PAPO	www.ppodelflanden.nl
PO2802	20170509		S	PAPO	www.ppodelflanden.nl
PO2802	20130801	20131203	S	PAPO	www.ppodelflanden.nl
PO2803	20131101		S	PAPO	www.samenwerkingsverbandwestland.nl
PO2805	20161010		S	PAPO	WWW.SWV-RIBA.NL
PO2805	20131001	20161010	S	PAPO	WWW.SWV-RIBA.NL
PO2806	20140801	20151201	S	PAPO	www.pporotterdam.nl
PO2806	20151201		S	PAPO	www.pporotterdam.nl
PO2806	20130801	20140801	S	PAPO	www.pporotterdam.nl
PO2807	20131101		S	PAPO	www.onderwijsdatpast.info
PO2808	20141006	20150401	S	PAPO	www.swvkindkracht.nl
PO2808	20150401		S	PAPO	www.swvkindkracht.nl
PO2808	20131101	20141006	S	PAPO	www.swvkindkracht.nl
PO2809	20201101		S	PAPO	www.swvdrechtsteden.nl
PO2809	20131101	20201101	S	PAPO	www.swvdrechtsteden.nl
PO2811	20181018		S	PAPO	www.swvgo.nl
PO2811	20131101	20140212	S	PAPO	www.swvgo.nl
PO2811	20150602	20181018	S	PAPO	www.swvgo.nl
PO2811	20140212	20150126	S	PAPO	www.swvgo.nl
PO2811	20150126	20150602	S	PAPO	www.swvgo.nl
PO2812	20180103		S	PAPO	www.swv-db.nl
PO2812	20131101	20180103	S	PAPO	www.swv-db.nl
PO2813	20131001		S	PAPO	www.swvrijnstreek.nl
PO2814	20171019		S	PAPO	www.swv-po-mh.nl
PO2814	20161001	20170801	S	PAPO	www.swv-po-mh.nl
PO2814	20170801	20171019	S	PAPO	www.swv-po-mh.nl
PO2814	20130801	20161001	S	PAPO	www.swv-po-mh.nl
PO2815	20131101	20191209	S	PAPO	www.sppoh.nl
PO2815	20191209		S	PAPO	www.sppoh.nl
PO2816	20131101	20140502	S	PAPO	www.driegang.nl
PO2816	20210101		S	PAPO	www.driegang.nl
PO2816	20140502	20210101	S	PAPO	www.driegang.nl
PO2818	20170328		S	PAPO	www.aandenijssel.nl
PO2818	20140709	20170328	S	PAPO	www.aandenijssel.nl
PO2818	20130801	20140709	S	PAPO	www.aandenijssel.nl
PO2902	20131101	20180101	S	PAPO	www.swvkindop1.nl
PO2902	20180101		S	PAPO	www.swvkindop1.nl
PO2903	20130701		S	PAPO	www.pozv.nl
PO3003	20130801	20201001	S	PAPO	www.rsvbreda.nl/po
PO3003	20201001		S	PAPO	www.rsvbreda.nl/po
PO3004	20130801		S	PAPO	www.plein013.nl
PO3005	20130801		S	PAPO	www.demeierij-po.nl
PO3006	20191129	20200504	S	PAPO	www.swvpo3006.nl
PO3006	20150116	20191129	S	PAPO	www.swvpo3006.nl
PO3006	20200504		S	PAPO	www.swvpo3006.nl
PO3006	20131101	20150116	S	PAPO	www.swvpo3006.nl
PO3007	20130801		S	PAPO	https://www.po-eindhoven.nl/
PO3008	20150305		S	PAPO	www.swv-peelland.nl
PO3008	20131101	20150305	S	PAPO	www.swv-peelland.nl
PO3009	20131201	20141101	S	PAPO	www.podekempen.nl
PO3009	20141101		S	PAPO	www.podekempen.nl
PO3010	20170925	20190408	S	PAPO	www.samenwerkingsverbandlha.nl
PO3010	20150206	20160414	S	PAPO	www.samenwerkingsverbandlha.nl
PO3010	20140212	20150206	S	PAPO	www.samenwerkingsverbandlha.nl
PO3010	20160414	20170925	S	PAPO	www.samenwerkingsverbandlha.nl
PO3010	20190408		S	PAPO	www.samenwerkingsverbandlha.nl
PO3010	20131101	20140212	S	PAPO	www.samenwerkingsverbandlha.nl
PO3101	20131101	20140303	S	PAPO	www.passendonderwijsnoordlimburg.nl
PO3101	20140303		S	PAPO	www.passendonderwijsnoordlimburg.nl
PO3103	20131201		S	PAPO	www.swvpo3103.nl
PO3104	20131101	20141128	S	PAPO	www.swvpowestelijkemijnstreek.nl
PO3104	20141128		S	PAPO	www.swvpowestelijkemijnstreek.nl
PO3105	20141008		S	PAPO	www.swvpo-mr.nl
PO3105	20131101	20141008	S	PAPO	www.swvpo-mr.nl
PO3106	20150216		S	PAPO	www.swvponderwijsheerlen.nl
PO3106	20131101	20150216	S	PAPO	www.swvponderwijsheerlen.nl
VO0001	20131101		S	PAVO	www.refsvo.nl
VO2001	20190501		S	PAVO	www.swv-vo2001.nl
VO2001	20131101	20190501	S	PAVO	www.swv-vo2001.nl
VO2002	20140602		S	PAVO	www.passendonderwijsgroningen.nl
VO2002	20131101	20140602	S	PAVO	www.passendonderwijsgroningen.nl
VO2101	20150802		S	PAVO	www.swvfryslan-noard.nl
VO2101	20131101	20150801	S	PAVO	www.swvfryslan-noard.nl
VO2101	20150801	20150802	S	PAVO	www.swvfryslan-noard.nl
VO2102	20190325		S	PAVO	www.swvzofriesland.nl
VO2102	20151124	20190325	S	PAVO	www.swvzofriesland.nl
VO2102	20130801	20151124	S	PAVO	www.swvzofriesland.nl
VO2103	20131101		S	PAVO	www.fultura.nl
VO2201	20131101	20201201	S	PAVO	www.passendonderwijs-vo-22-01.nl
VO2201	20201201		S	PAVO	www.passendonderwijs-vo-22-01.nl
VO2202	20140201		S	PAVO	www.swvzodrenthe.nl
VO2203	20131101		S	PAVO	www.VO2203.nl
VO2301	20150101		S	PAVO	www.swv2301.nl
VO2301	20120801	20150101	S	PAVO	www.swv2301.nl
VO2302	20140501	20171211	S	PAVO	www.vo2302.nl
VO2302	20190327		S	PAVO	www.vo2302.nl
VO2302	20131001	20140501	S	PAVO	www.vo2302.nl
VO2302	20171211	20190327	S	PAVO	www.vo2302.nl
VO2303	20131101		S	PAVO	www.samenwerkingsverbandvodeventer.nl
VO2307	20191203		S	PAVO	www.swvno-overijssel.nl
VO2307	20131101	20140108	S	PAVO	www.swvno-overijssel.nl
VO2307	20140108	20191203	S	PAVO	www.swvno-overijssel.nl
VO2401	20141212		S	PAVO	www.passendonderwijs-almere.nl
VO2401	20130701	20141212	S	PAVO	www.passendonderwijs-almere.nl
VO2402	20130901		S	PAVO	www.aandachtplus.nl
VO2403	20131101		S	PAVO	www.swvvo-lelystad.nl
VO2501	20131101		S	PAVO	www.swvregiozutphen.nl
VO2502	20131101		S	PAVO	www.swvslingeberkel.nl
VO2503	20131101		S	PAVO	http://samenwerkingsverbanddoetinchem.nl/
VO2505	20131201		S	PAVO	www.swv-vo-2505.nl
VO2506	20150116		S	PAVO	www.swv2506.nl
VO2506	20140626	20150116	S	PAVO	www.swv2506.nl
VO2506	20130801	20140626	S	PAVO	www.swv2506.nl
VO2507	20131101		S	PAVO	www.samenwerkingsverbandvo.nl
VO2508	20130801	20160401	S	PAVO	www.swvrivierenland.nl
VO2508	20190101		S	PAVO	www.swvrivierenland.nl
VO2508	20160401	20190101	S	PAVO	www.swvrivierenland.nl
VO2509	20130801		S	PAVO	www.leerlingenzorgnwv.nl
VO2510	20120801	20170801	S	PAVO	www.swvgeldersevallei.nl
VO2510	20170801		S	PAVO	www.swvgeldersevallei.nl
VO2601	20130101	20181113	S	PAVO	www.sterkvo.nl
VO2601	20181113		S	PAVO	www.sterkvo.nl
VO2602	20130801		S	PAVO	www.swveemland.nl
VO2603	20131101		S	PAVO	www.swv19-1.nl
VO2604	20131101	20150619	S	PAVO	www.swvvo-ruw.nl
VO2604	20150619		S	PAVO	www.swvvo-ruw.nl
VO2605	20131101	20190123	S	PAVO	https://swv-zuidutrecht.nl/
VO2605	20190123		S	PAVO	https://swv-zuidutrecht.nl/
VO2701	20130901		S	PAVO	www.swvkopvannoordholland.nl
VO2702	20130801	20140826	S	PAVO	www.swvvowestfriesland.nl
VO2702	20140826		S	PAVO	www.swvvowestfriesland.nl
VO2703	20130601		S	PAVO	www.swvnoord-kennemerland.nl
VO2704	20141009	20190205	S	PAVO	www.swvvomk.nl
VO2704	20140502	20141009	S	PAVO	www.swvvomk.nl
VO2704	20190205		S	PAVO	www.swvvomk.nl
VO2704	20131101	20140502	S	PAVO	www.swvvomk.nl
VO2705	20140101		S	PAVO	www.swv-vo-zk.nl
VO2705	20130801	20140101	S	PAVO	www.swv-vo-zk.nl
VO2707	20131101		S	PAVO	www.samenwerkingsverbandvowaterland.nl
VO2708	20131101	20180605	S	PAVO	www.swvadam.nl
VO2708	20180605		S	PAVO	www.swvadam.nl
VO2709	20131201	20170627	S	PAVO	www.swvam.nl
VO2709	20170627		S	PAVO	www.swvam.nl
VO2710	20131201	20160101	S	PAVO	www.qinas.nl
VO2710	20180704		S	PAVO	www.qinas.nl
VO2710	20160101	20180704	S	PAVO	www.qinas.nl
VO2801	20130801		S	PAVO	www.swvvo2801.nl
VO2802	20150828	20160817	S	PAVO	www.swv-vo-mhr.nl
VO2802	20180508		S	PAVO	www.swv-vo-mhr.nl
VO2802	20130101	20140212	S	PAVO	www.swv-vo-mhr.nl
VO2802	20160817	20180508	S	PAVO	www.swv-vo-mhr.nl
VO2802	20140212	20150828	S	PAVO	www.swv-vo-mhr.nl
VO2803	20131101		S	PAVO	www.swvduinenbollenstreek.nl
VO2804	20131001	20140616	S	PAVO	www.swvdordrecht.nl
VO2804	20140616	20190723	S	PAVO	www.swvdordrecht.nl
VO2804	20190723		S	PAVO	www.swvdordrecht.nl
VO2805	20130801	20140820	S	PAVO	www.swvgo.nl
VO2805	20140820	20181018	S	PAVO	www.swvgo.nl
VO2805	20181018		S	PAVO	www.swvgo.nl
VO2806	20130801	20171016	S	PAVO	www.swvzhw.nl
VO2806	20171016		S	PAVO	www.swvzhw.nl
VO2807	20130101	20130715	S	PAVO	www.icoz.nl
VO2807	20130715		S	PAVO	www.icoz.nl
VO2808	20190926		S	PAVO	www.swv-westland.nl
VO2808	20130501	20190926	S	PAVO	www.swv-westland.nl
VO2809	20130801	20140212	S	PAVO	www.swvvo-delft.nl
VO2809	20140212	20170330	S	PAVO	www.swvvo-delft.nl
VO2809	20170330		S	PAVO	www.swvvo-delft.nl
VO2810	20151102		S	PAVO	www.koersvo.nl
VO2810	20130501	20151102	S	PAVO	www.koersvo.nl
VO2811	20131101		S	PAVO	www.zpunt.nl
VO2812	20131101		S	PAVO	www.onssamenwerkingsverband.nl
VO2813	20131101	20180118	S	PAVO	ww.noordelijkedrechtsteden.nl
VO2813	20190212		S	PAVO	ww.noordelijkedrechtsteden.nl
VO2813	20180118	20190212	S	PAVO	ww.noordelijkedrechtsteden.nl
VO2814	20190326	20190701	S	PAVO	www.swvpasvorm.nl
VO2814	20190701		S	PAVO	www.swvpasvorm.nl
VO2814	20131101	20190326	S	PAVO	www.swvpasvorm.nl
VO2815	20180101	20190101	S	PAVO	www.vo-hw.nl
VO2815	20190101		S	PAVO	www.vo-hw.nl
VO2901	20170404		S	PAVO	www.pvow.nl
VO2901	20131101	20170404	S	PAVO	www.pvow.nl
VO2902	20170320		S	PAVO	www.spvo-oosterschelderegio.nl
VO2902	20131101	20170320	S	PAVO	www.spvo-oosterschelderegio.nl
VO2903	20131101		S	PAVO	www.pozv.nl
VO3001	20200401		S	PAVO	www.swvbrabantsewal.nl
VO3001	20131101	20200401	S	PAVO	www.swvbrabantsewal.nl
VO3003	20140708	20210101	S	PAVO	www.rsvbreda.nl
VO3003	20130801	20140708	S	PAVO	www.rsvbreda.nl
VO3003	20210101		S	PAVO	www.rsvbreda.nl
VO3005	20131101		S	PAVO	www.demeierij-vo.nl
VO3006	20151105	20191003	S	PAVO	www.swvvo3006.nl
VO3006	20191003	20200324	S	PAVO	www.swvvo3006.nl
VO3006	20200324		S	PAVO	www.swvvo3006.nl
VO3006	20140318	20151105	S	PAVO	www.swvvo3006.nl
VO3006	20130901	20140318	S	PAVO	www.swvvo3006.nl
VO3007	20131101		S	PAVO	www.swveindhovenkempenland.nl
VO3008	20140604	20150205	S	PAVO	www.swv-peelland.nl
VO3008	20190205		S	PAVO	www.swv-peelland.nl
VO3008	20130301	20140604	S	PAVO	www.swv-peelland.nl
VO3008	20150205	20190205	S	PAVO	www.swv-peelland.nl
VO3009	20160414	20190408	S	PAVO	www.swvdelangestraat.nl
VO3009	20131101	20150206	S	PAVO	www.swvdelangestraat.nl
VO3009	20190408		S	PAVO	www.swvdelangestraat.nl
VO3009	20150206	20160414	S	PAVO	www.swvdelangestraat.nl
VO3101	20131201		S	PAVO	www.passendonderwijsnoordlimburg.nl
VO3102	20200801		S	PAVO	www.swvvomiddenlimburg.nl
VO3102	20131101	20150806	S	PAVO	www.swvvomiddenlimburg.nl
VO3102	20150806	20200801	S	PAVO	www.swvvomiddenlimburg.nl
VO3103	20131101		S	PAVO	www.swvvo3103.nl
VO3105	20160801		S	PAVO	www.passendonderwijszuid.nl
VO3105	20131101	20160801	S	PAVO	www.passendonderwijszuid.nl
VO3106	20170406		S	PAVO	www.swv-parkstad.nl
VO3106	20131101	20170406	S	PAVO	www.swv-parkstad.nl
00AH	19750801	19970826	U	VOS	www.hetstedelijk.nl
00AH	19970826	20090801	U	VOS	www.hetstedelijk.nl
00AH	20090801		U	VOS	www.hetstedelijk.nl
00AH00	19970826	20090801	D	VST	www.hetstedelijk.nl
00AH00	20090801		D	VST	www.hetstedelijk.nl
00AH00	19750801	19970826	D	VST	www.hetstedelijk.nl
00AM	20060815		O	SBD	www.onderwijsadvies.nl
00AM	20010515	20060815	O	SBD	www.onderwijsadvies.nl
00AM	20000301	20010515	O	SBD	www.onderwijsadvies.nl
00AM	19761201	20000301	O	SBD	www.onderwijsadvies.nl
00AP	20171122	20210303	U	BAS	www.wereldwijs-levwn.nl
00AP	19850801	19970602	U	BAS	www.wereldwijs-levwn.nl
00AP	20210303		U	BAS	www.wereldwijs-levwn.nl
00AP	19970602	20171122	U	BAS	www.wereldwijs-levwn.nl
00AP00	19850801	19970602	D	VST	www.wereldwijs-levwn.nl
00AP00	19970602	20171122	D	VST	www.wereldwijs-levwn.nl
00AP00	20210303		D	VST	www.wereldwijs-levwn.nl
00AP00	20171122	20210303	D	VST	www.wereldwijs-levwn.nl
00AQ	20011221	20030101	U	VOS	www.zwincollege.nl
00AQ	19850801	20011221	U	VOS	www.zwincollege.nl
00AQ	20030101		U	VOS	www.zwincollege.nl
00AQ00	20011221	20030101	D	VST	www.zwincollege.nl
00AQ00	20030101		D	VST	www.zwincollege.nl
00AQ00	19850801	20011221	D	VST	www.zwincollege.nl
00AR	20150108		U	BAS	www.bsdemaasparel.nl
00AR	19850801	20030626	U	BAS	www.bsdemaasparel.nl
00AR	20111109	20150108	U	BAS	www.bsdemaasparel.nl
00AR	20070101	20100216	U	BAS	www.bsdemaasparel.nl
00AR	20030626	20070101	U	BAS	www.bsdemaasparel.nl
00AR	20100216	20111109	U	BAS	www.bsdemaasparel.nl
00AR00	20150108		D	VST	www.bsdemaasparel.nl
00AR00	20030626	20070101	D	VST	www.bsdemaasparel.nl
00AR00	20100216	20111109	D	VST	www.bsdemaasparel.nl
00AR00	19850801	20030626	D	VST	www.bsdemaasparel.nl
00AR00	20070101	20100216	D	VST	www.bsdemaasparel.nl
00AR00	20111109	20150108	D	VST	www.bsdemaasparel.nl
00AV	20210303		U	BAS	www.demorgenster-levwn.nl
00AV	20000309	20150101	U	BAS	www.demorgenster-levwn.nl
00AV	19860801	19970320	U	BAS	www.demorgenster-levwn.nl
00AV	20150101	20210303	U	BAS	www.demorgenster-levwn.nl
00AV	19970320	20000309	U	BAS	www.demorgenster-levwn.nl
00AV00	20000309	20150101	D	VST	www.demorgenster-levwn.nl
00AV00	20150101	20210303	D	VST	www.demorgenster-levwn.nl
00AV00	20210303		D	VST	www.demorgenster-levwn.nl
00AV00	19860801	20000309	D	VST	www.demorgenster-levwn.nl
00AW	19000101	19990216	U	SPEC	https://www.altrahorizononderwijs.nl
00AW	20191030		U	SPEC	https://www.altrahorizononderwijs.nl
00AW	19990216	20191030	U	SPEC	https://www.altrahorizononderwijs.nl
00AW00	19000101	19990216	D	VST	https://www.altrahorizononderwijs.nl
00AW00	20191030		D	VST	https://www.altrahorizononderwijs.nl
00AW00	19990216	20191030	D	VST	https://www.altrahorizononderwijs.nl
00AW02	20191030		D	GJI	www.altrahorizononderwijs.nl
00AW02	20080801	20191030	D	GJI	www.altrahorizononderwijs.nl
00AZ	19850801	19980818	U	BAS	www.obsdestapsteen.nl
00AZ	20161101	20190101	U	BAS	www.obsdestapsteen.nl
00AZ	20130101	20161101	U	BAS	www.obsdestapsteen.nl
00AZ	19980818	20130101	U	BAS	www.obsdestapsteen.nl
00AZ	20190101		U	BAS	www.obsdestapsteen.nl
00AZ00	20161101	20190101	D	VST	www.obsdestapsteen.nl
00AZ00	20190101		D	VST	www.obsdestapsteen.nl
00AZ00	19850801	19980818	D	VST	www.obsdestapsteen.nl
00AZ00	20130101	20161101	D	VST	www.obsdestapsteen.nl
00AZ00	19980818	20130101	D	VST	www.obsdestapsteen.nl
00BB	20040405	20100101	U	BAS	www.obsletterwies.nl
00BB	19850801	20031121	U	BAS	www.obsletterwies.nl
00BB	20110705		U	BAS	www.obsletterwies.nl
00BB	20031121	20040405	U	BAS	www.obsletterwies.nl
00BB	20100101	20110705	U	BAS	www.obsletterwies.nl
00BB00	20040405	20100101	D	VST	www.obsletterwies.nl
00BB00	20100101	20110705	D	VST	www.obsletterwies.nl
00BB00	19850801	20031121	D	VST	www.obsletterwies.nl
00BB00	20110705		D	VST	www.obsletterwies.nl
00BB00	20031121	20040405	D	VST	www.obsletterwies.nl
00BD	20070801	20110801	U	VOS	www.coenecoopcollege.nl
00BD	20110801		U	VOS	www.coenecoopcollege.nl
00BD	20020801	20070801	U	VOS	www.coenecoopcollege.nl
00BD	19000101	20020801	U	VOS	www.coenecoopcollege.nl
00BD00	20070801	20110801	D	VST	www.coenecoopcollege.nl
00BD00	19000101	20020801	D	VST	www.coenecoopcollege.nl
00BD00	20110801		D	VST	www.coenecoopcollege.nl
00BD00	20020801	20070801	D	VST	www.coenecoopcollege.nl
00BF	20060829	20091124	O	SBD	www.cedin.nl
00BF	20050427	20060829	O	SBD	www.cedin.nl
00BF	20091124		O	SBD	www.cedin.nl
00BF	19750801	20050427	O	SBD	www.cedin.nl
00BG	20080929	20081015	O	SBD	www.obdnoordwest.nl
00BG	20000309	20080929	O	SBD	www.obdnoordwest.nl
00BG	20081015		O	SBD	www.obdnoordwest.nl
00BG	19750704	20000309	O	SBD	www.obdnoordwest.nl
00BS	19960802	20011101	U	BAS	www.planthof.nl
00BS	20011101		U	BAS	www.planthof.nl
00BS	19850801	19960802	U	BAS	www.planthof.nl
00BS00	19850801	19960802	D	VST	www.planthof.nl
00BS00	20011101		D	VST	www.planthof.nl
00BS00	19960802	20011101	D	VST	www.planthof.nl
00BW	20060801		U	BAS	www.jpsdevlieger.nl
00BW	20011101	20060801	U	BAS	www.jpsdevlieger.nl
00BW	19860801	20011101	U	BAS	www.jpsdevlieger.nl
00BW00	19860801	20011101	D	VST	www.jpsdevlieger.nl
00BW00	20060801		D	VST	www.jpsdevlieger.nl
00BW00	20011101	20060801	D	VST	www.jpsdevlieger.nl
00BZ	19980801	20030101	U	SBAS	www.hetspeelwerk.nl
00BZ	19860801	19980801	U	SBAS	www.hetspeelwerk.nl
00BZ	20030101		U	SBAS	www.hetspeelwerk.nl
00BZ00	19860801	19980801	D	VST	www.hetspeelwerk.nl
00BZ00	20030101		D	VST	www.hetspeelwerk.nl
00BZ00	19980801	20030101	D	VST	www.hetspeelwerk.nl
00CB	19860801	19970227	U	VOS	www.kgcnijmegen.nl
00CB	20000801	20090707	U	VOS	www.kgcnijmegen.nl
00CB	20090707		U	VOS	www.kgcnijmegen.nl
00CB	19970227	20000801	U	VOS	www.kgcnijmegen.nl
00CB00	20000801	20090707	D	VST	www.kgcnijmegen.nl
00CB00	19860801	20000801	D	VST	www.kgcnijmegen.nl
00CB00	20090707		D	VST	www.kgcnijmegen.nl
00CB01	20121022		D	VSTS	www.svszeist.nl
00CB01	20000801	20020801	D	VST	www.svszeist.nl
00CB01	20020801	20121022	D	VSTS	www.svszeist.nl
00CB02	20020801	20060901	D	VSTS	www.novalis.nl
00CB02	20060901	20150227	D	VSTS	www.novalis.nl
00CB02	20000801	20020801	D	VST	www.novalis.nl
00CB02	20150227		D	VSTS	www.novalis.nl
00CB04	20150227	20200801	D	TVST	www.tobiaszeist.nl
00CB04	20120801	20150227	D	TVST	www.tobiaszeist.nl
00CB04	20200801		D	VST	www.tobiaszeist.nl
00CD	20190814		U	BAS	www.bsdelockaert.nl
00CD	19850801	20051115	U	BAS	www.bsdelockaert.nl
00CD	20051115	20160224	U	BAS	www.bsdelockaert.nl
00CD	20160224	20190814	U	BAS	www.bsdelockaert.nl
00CD00	20190814		D	VST	www.bsdelockaert.nl
00CD00	20160224	20190814	D	VST	www.bsdelockaert.nl
00CD00	19850801	20051115	D	VST	www.bsdelockaert.nl
00CD00	20051115	20160224	D	VST	www.bsdelockaert.nl
00CG	19850801		U	BAS	www.obsharlekijn.net
00CG00	19850801		D	VST	www.obsharlekijn.net
00CP	20000901	20060101	O	SBD	www.vrijescholen.com
00CP	19970909	20000901	O	SBD	www.vrijescholen.com
00CP	19860101	19970909	O	SBD	www.vrijescholen.com
00CP	20060516		O	SBD	www.vrijescholen.com
00CP	20060101	20060516	O	SBD	www.vrijescholen.com
00CU	19850801	19970320	U	BAS	www.zilverlinde.nu
00CU	20010501	20130801	U	BAS	www.zilverlinde.nu
00CU	19970916	20010501	U	BAS	www.zilverlinde.nu
00CU	19970320	19970916	U	BAS	www.zilverlinde.nu
00CU	20130801		U	BAS	www.zilverlinde.nu
00CU00	20010501	20130801	D	VST	www.zilverlinde.nu
00CU00	19850801	19970916	D	VST	www.zilverlinde.nu
00CU00	19970916	20010501	D	VST	www.zilverlinde.nu
00CU00	20130801		D	VST	www.zilverlinde.nu
00CV	19850801		U	BAS	www.schoolmatthijsje.nl
00CV00	19850801		D	VST	www.schoolmatthijsje.nl
00DA	19850801	20000320	U	BAS	www.betrouwen.nl
00DA	20000320		U	BAS	www.betrouwen.nl
00DA00	20000320		D	VST	www.betrouwen.nl
00DA00	19850801	20000320	D	VST	www.betrouwen.nl
00DD	19850801	20021203	U	BAS	www.startnest.nl
00DD	20021203		U	BAS	www.startnest.nl
00DD00	20021203		D	VST	www.startnest.nl
00DD00	19850801	20021203	D	VST	www.startnest.nl
00DI	20120702	20190101	U	VOS	www.rsgdeborgen.nl
00DI	20080501	20120702	U	VOS	www.rsgdeborgen.nl
00DI	20000801	20030214	U	VOS	www.rsgdeborgen.nl
00DI	20030214	20080501	U	VOS	www.rsgdeborgen.nl
00DI	20190101		U	VOS	www.rsgdeborgen.nl
00DI	19660801	20000801	U	VOS	www.rsgdeborgen.nl
