NR_ADMINISTRATIE	DT_BEGIN_RECORD	DT_EINDE_RECORD	CODE_FUNCTIE	CODE_SOORT	URL
16ZY	19850801	19971113	U	BAS	www.obsmontessori.nl
16ZY	19971113	20000306	U	BAS	www.obsmontessori.nl
16ZY00	19971113	20000306	D	VST	www.obsmontessori.nl
16ZY00	20000306		D	VST	www.obsmontessori.nl
16ZY00	19850801	19971113	D	VST	www.obsmontessori.nl
164	19930101	20030717	O	AK	www.hmd.nl
164	20050301		O	AK	www.hmd.nl
164	20030717	20050301	O	AK	www.hmd.nl
166	20070101	20070426	O	AK	www.prokind-scholengroep.nl
166	20150101		O	AK	www.prokind-scholengroep.nl
166	20070426	20150101	O	AK	www.prokind-scholengroep.nl
166	19921101	20070101	O	AK	www.prokind-scholengroep.nl
167	19981101		O	AK	www.cedgroep.nl
168	19981101	20150101	O	AK	www.vcpo-spijkenisse.nl
168	20150101	20160316	O	AK	www.vcpo-spijkenisse.nl
168	20160316		O	AK	www.vcpo-spijkenisse.nl
17AA	19000101	20010727	U	VOS	www.gerritkomrijcollege.nl
17AA	20010727	20120801	U	VOS	www.gerritkomrijcollege.nl
17AA	20120801		U	VOS	www.gerritkomrijcollege.nl
17AA00	20120801		D	VST	www.gerritkomrijcollege.nl
17AA00	20010801	20120801	D	VST	www.gerritkomrijcollege.nl
17AA00	19000101	20010801	D	VST	www.gerritkomrijcollege.nl
17AB	19981221	20100209	U	BAS	www.mrvaneijck.nl
17AB	19850801	19981221	U	BAS	www.mrvaneijck.nl
17AB	20100209		U	BAS	www.mrvaneijck.nl
17AB00	19850801	19981221	D	VST	www.mrvaneijck.nl
17AB00	19981221	20100209	D	VST	www.mrvaneijck.nl
17AB00	20100209		D	VST	www.mrvaneijck.nl
17AC	19850801		U	BAS	www.lidwinaschool.nl
17AC00	19850801		D	VST	www.lidwinaschool.nl
17AC01	19850801	20090903	D	ILOC	www.lidwinaschool.nl
17AC01	20090903		D	ILOC	www.lidwinaschool.nl
17AH	19850801	20000331	U	BAS	www.sterrensteen.nl
17AH	20000331	20130801	U	BAS	www.sterrensteen.nl
17AH	20130801		U	BAS	www.sterrensteen.nl
17AH00	20130801		D	VST	www.sterrensteen.nl
17AH00	20000331	20130801	D	VST	www.sterrensteen.nl
17AH00	19850801	20000331	D	VST	www.sterrensteen.nl
17AH01	20140210		D	ILOC	www.sterrensteen.nl
17AH01	20130827	20140210	D	ILOC	www.sterrensteen.nl
17AH01	19850801	20130827	D	ILOC	www.sterrensteen.nl
17AM	20001116		U	BAS	www.decortendijckkpo.nl
17AM	19850801	20001116	U	BAS	www.decortendijckkpo.nl
17AM00	20001116		D	VST	www.decortendijckkpo.nl
17AM00	19850801	20001116	D	VST	www.decortendijckkpo.nl
17AN	19000101	20021113	U	VOS	www.minkema.nl
17AN	20021113		U	VOS	www.minkema.nl
17AN00	19000101	20021113	D	VST	www.minkema.nl
17AN00	20021113		D	VST	www.minkema.nl
17AN01	20021113	20030101	D	VST	www.minkema.nl
17AN01	20030101		D	VST	www.minkema.nl
17AN01	19000101	20021113	D	VST	www.minkema.nl
17AO	20011019	20060801	U	PROS	www.pouwersite.nl
17AO	20000410	20000801	U	SPEC	www.pouwersite.nl
17AO	20160401		U	PROS	www.pouwersite.nl
17AO	20080801	20160401	U	PROS	www.pouwersite.nl
17AO	20000801	20011019	U	PROS	www.pouwersite.nl
17AO	19980101	20000410	U	SPEC	www.pouwersite.nl
17AO	19790801	19980101	U	SPEC	www.pouwersite.nl
17AO	20071109	20080801	U	PROS	www.pouwersite.nl
17AO	20060801	20071109	U	PROS	www.pouwersite.nl
17AO00	20000410	20000801	D	VST	www.pouwersite.nl
17AO00	20060801	20071109	D	VST	www.pouwersite.nl
17AO00	20071109	20080801	D	VST	www.pouwersite.nl
17AO00	20000801	20011019	D	VST	www.pouwersite.nl
17AO00	20011019	20060801	D	VST	www.pouwersite.nl
17AO00	19790801	20000410	D	VST	www.pouwersite.nl
17AO00	20080801	20160401	D	VST	www.pouwersite.nl
17AO00	20160401		D	VST	www.pouwersite.nl
17AV	20130801	20131014	U	BAS	www.argonaut.asg-almere.nl
17AV	19850801	19990101	U	BAS	www.argonaut.asg-almere.nl
17AV	19990101	20130801	U	BAS	www.argonaut.asg-almere.nl
17AV	20131014		U	BAS	www.argonaut.asg-almere.nl
17AV00	20130801	20131014	D	VST	www.argonaut.asg-almere.nl
17AV00	19850801	19990101	D	VST	www.argonaut.asg-almere.nl
17AV00	19990101	20130801	D	VST	www.argonaut.asg-almere.nl
17AV00	20131014		D	VST	www.argonaut.asg-almere.nl
17AY	19000101	20111019	U	VOS	www.cambium.org
17AY	20111019		U	VOS	www.cambium.org
17AY00	19000101	20111019	D	VST	www.cambium.org
17AY00	20111019		D	VST	www.cambium.org
17BB	19850801		U	BAS	www.huibersschool.nl
17BB00	19850801		D	VST	www.huibersschool.nl
17BC	19850801		U	BAS	www.obs-runde.nl
17BC00	19850801		D	VST	www.obs-runde.nl
17BI	20200512		U	VOS	www.openbaarlyceumzeist.nl
17BI	19000101	19980801	U	VOS	www.openbaarlyceumzeist.nl
17BI	20040101	20200512	U	VOS	www.openbaarlyceumzeist.nl
17BI	19980801	20040101	U	VOS	www.openbaarlyceumzeist.nl
17BI00	19000101	19980801	D	VST	www.openbaarlyceumzeist.nl
17BI00	19980801	20040101	D	VST	www.openbaarlyceumzeist.nl
17BI00	20200512		D	VST	www.openbaarlyceumzeist.nl
17BI00	20040101	20200512	D	VST	www.openbaarlyceumzeist.nl
17BI02	20200512		D	VSTS	www.mavodoorn.nl
17BI02	19000101	19980801	D	VSTS	www.mavodoorn.nl
17BI02	20060101	20200512	D	VSTS	www.mavodoorn.nl
17BI02	19980801	20060101	D	VSTS	www.mavodoorn.nl
17BI06	20200801		D	VST	www.ovmz.nl
17BI06	20200512	20200801	D	TVST	www.ovmz.nl
17BI06	20180801	20200512	D	TVST	www.ovmz.nl
17BL	19850801		U	BAS	www.obs-dreef.nl
17BL00	19850801		D	VST	www.obs-dreef.nl
17BP	19850801	19990101	U	BAS	www.zeetuin.asg-almere.nl
17BP	19990101		U	BAS	www.zeetuin.asg-almere.nl
17BP00	19850801	19990101	D	VST	www.zeetuin.asg-almere.nl
17BP00	19990101		D	VST	www.zeetuin.asg-almere.nl
17BT	19971006	19980101	U	BAS	www.obstuindorp.nl
17BT	19850801	19971006	U	BAS	www.obstuindorp.nl
17BT	19980101		U	BAS	www.obstuindorp.nl
17BT00	19971006		D	VST	www.obstuindorp.nl
17BT00	19850801	19971006	D	VST	www.obstuindorp.nl
17BU	19850801		U	BAS	www.obs-anbrenge.nl
17BU00	19850801		D	VST	www.obs-anbrenge.nl
17BW	19850801		U	BAS	https://karrepad.o2g2.nl
17BW00	19850801		D	VST	https://karrepad.o2g2.nl
17BY	20001116	20090801	U	BAS	www.hettalentkpo.nl
17BY	19850801	19981106	U	BAS	www.hettalentkpo.nl
17BY	20000401	20001116	U	BAS	www.hettalentkpo.nl
17BY	20090801		U	BAS	www.hettalentkpo.nl
17BY	19981106	20000401	U	BAS	www.hettalentkpo.nl
17BY00	20000401	20001116	D	VST	www.hettalentkpo.nl
17BY00	19850801	19981106	D	VST	www.hettalentkpo.nl
17BY00	20001116	20090801	D	VST	www.hettalentkpo.nl
17BY00	20090801		D	VST	www.hettalentkpo.nl
17BY00	19981106	20000401	D	VST	www.hettalentkpo.nl
17BZ	19000101	19970826	U	VOS	www.capellensg.nl
17BZ	19980801	20010910	U	VOS	www.capellensg.nl
17BZ	20010910	20171001	U	VOS	www.capellensg.nl
17BZ	20171001		U	VOS	www.capellensg.nl
17BZ	19970826	19980801	U	VOS	www.capellensg.nl
17BZ00	19970826	19980801	D	VST	www.capellensg.nl
17BZ00	20171001		D	VST	www.capellensg.nl
17BZ00	19000101	19970826	D	VST	www.capellensg.nl
17BZ00	19980801	20171001	D	VST	www.capellensg.nl
17BZ02	20030101	20171001	D	VSTS	www.capellenborg.nl
17BZ02	19970826	19980801	D	VSTS	www.capellenborg.nl
17BZ02	19980801	20000815	D	VSTS	www.capellenborg.nl
17BZ02	20171001	20210120	D	VSTS	www.capellenborg.nl
17BZ02	20011101	20030101	D	VSTS	www.capellenborg.nl
17BZ02	20000815	20011101	D	VSTS	www.capellenborg.nl
17BZ02	20210120		D	VSTS	www.capellenborg.nl
17BZ02	19000101	19970826	D	VSTS	www.capellenborg.nl
17BZ03	20120401	20171001	D	VSTS	www.capellen.nl
17BZ03	20171001		D	VSTS	www.capellen.nl
17BZ03	20080101	20120401	D	VSTS	www.capellen.nl
17BZ03	19980801	20080101	D	VSTS	www.capellen.nl
17BZ03	19970826	19980801	D	VSTS	www.capellen.nl
17BZ03	19000101	19970826	D	VSTS	www.capellen.nl
17CA	19850801	19980101	U	BAS	www.jenaplanwittevrouwen.nl
17CA	20120501		U	BAS	www.jenaplanwittevrouwen.nl
17CA	19980101	20120501	U	BAS	www.jenaplanwittevrouwen.nl
17CA00	19850801	20120501	D	VST	www.jenaplanwittevrouwen.nl
17CA00	20120501		D	VST	www.jenaplanwittevrouwen.nl
17CA01	19850801		D	ILOC	www.jenaplanwittevrouwen.nl
17CB	19981221		U	BAS	www.meesterbaars.nl
17CB	19850801	19981221	U	BAS	www.meesterbaars.nl
17CB00	19981221		D	VST	www.meesterbaars.nl
17CB00	19850801	19981221	D	VST	www.meesterbaars.nl
17CI	19981106	20001116	U	BAS	www.vondelkpo.nl
17CI	20001116		U	BAS	www.vondelkpo.nl
17CI	19850801	19981106	U	BAS	www.vondelkpo.nl
17CI00	20001116		D	VST	www.vondelkpo.nl
17CI00	19981106	20001116	D	VST	www.vondelkpo.nl
17CI00	19850801	19981106	D	VST	www.vondelkpo.nl
17CK	20030902		U	VOS	www.rsgslingerbos.nl
17CK	19000101	20030902	U	VOS	www.rsgslingerbos.nl
17CK00	19000101	20030902	D	VST	www.rsgslingerbos.nl
17CK00	20030902		D	VST	www.rsgslingerbos.nl
17CL	19850801	19980101	U	BAS	www.obsdekoekoek.nl
17CL	19980101		U	BAS	www.obsdekoekoek.nl
17CL00	19850801		D	VST	www.obsdekoekoek.nl
17CM	19850801	19981221	U	BAS	www.rkregenboog.nl
17CM	19981221		U	BAS	www.rkregenboog.nl
17CM00	19981221		D	VST	www.rkregenboog.nl
17CM00	19850801	19981221	D	VST	www.rkregenboog.nl
17CM01	19850801		D	ILOC	www.rkregenboog.nl
17CR	20131118	20131216	U	VOS	www.einsteinlyceum.nl
17CR	19000101	20120308	U	VOS	www.einsteinlyceum.nl
17CR	20131216	20190121	U	VOS	www.einsteinlyceum.nl
17CR	20190121		U	VOS	www.einsteinlyceum.nl
17CR	20120308	20130801	U	VOS	www.einsteinlyceum.nl
17CR	20130801	20131118	U	VOS	www.einsteinlyceum.nl
17CR00	19000101	20120308	D	VST	www.einsteinlyceum.nl
17CR00	20130801	20131118	D	VST	www.einsteinlyceum.nl
17CR00	20190121		D	VST	www.einsteinlyceum.nl
17CR00	20131118	20131216	D	VST	www.einsteinlyceum.nl
17CR00	20120308	20130801	D	VST	www.einsteinlyceum.nl
17CR00	20131216	20190121	D	VST	www.einsteinlyceum.nl
17CT	19850801	19981106	U	BAS	www.dewatermolenkpo.nl
17CT	20001116		U	BAS	www.dewatermolenkpo.nl
17CT	19981106	20001116	U	BAS	www.dewatermolenkpo.nl
17CT00	19850801	19981106	D	VST	www.dewatermolenkpo.nl
17CT00	19981106	20001116	D	VST	www.dewatermolenkpo.nl
17CT00	20001116		D	VST	www.dewatermolenkpo.nl
17CU	20170119		U	BAS	www.ploeg.pcboapeldoorn.nl
17CU	19850801	20170119	U	BAS	www.ploeg.pcboapeldoorn.nl
17CU00	20170119		D	VST	www.ploeg.pcboapeldoorn.nl
17CU00	19850801	20170119	D	VST	www.ploeg.pcboapeldoorn.nl
17CY	19850801	20010607	U	BAS	www.siebejanboumaschool.nl
17CY	20010607		U	BAS	www.siebejanboumaschool.nl
17CY00	20010607		D	VST	www.siebejanboumaschool.nl
17CY00	19850801	20010607	D	VST	www.siebejanboumaschool.nl
17DA	20110801		U	BAS	www.digitalis.asg-almere.nl
17DA	19990101	20110801	U	BAS	www.digitalis.asg-almere.nl
17DA	19850801	19990101	U	BAS	www.digitalis.asg-almere.nl
17DA00	19990101	20110801	D	VST	www.digitalis.asg-almere.nl
17DA00	19850801	19990101	D	VST	www.digitalis.asg-almere.nl
17DA00	20110801		D	VST	www.digitalis.asg-almere.nl
17DA03	20110801		D	VST	www.digitalis.asg-almere.nl
17DC	20170119		U	BAS	www.terebint.pcboapeldoorn.nl
17DC	19850801	20170119	U	BAS	www.terebint.pcboapeldoorn.nl
17DC00	19850801	20170119	D	VST	www.terebint.pcboapeldoorn.nl
17DC00	20170119		D	VST	www.terebint.pcboapeldoorn.nl
17DD	20111011	20120101	U	VOS	www.wiringherlant.nl
17DD	19770801	20110801	U	VOS	www.wiringherlant.nl
17DD	20110829	20111011	U	VOS	www.wiringherlant.nl
17DD	20130801		U	VOS	www.wiringherlant.nl
17DD	20120101	20130801	U	VOS	www.wiringherlant.nl
17DD	20110801	20110829	U	VOS	www.wiringherlant.nl
17DD00	20110829	20111011	D	VST	www.wiringherlant.nl
17DD00	20120101	20130801	D	VST	www.wiringherlant.nl
17DD00	20130801		D	VST	www.wiringherlant.nl
17DD00	20110801	20110829	D	VST	www.wiringherlant.nl
17DD00	19770801	20110801	D	VST	www.wiringherlant.nl
17DD00	20111011	20120101	D	VST	www.wiringherlant.nl
17DF	19981221		U	BAS	www.rvko.nl
17DF	19850801	19981221	U	BAS	www.rvko.nl
17DF00	19850801	19981221	D	VST	www.rvko.nl
17DF00	19981221		D	VST	www.rvko.nl
17DG	19990210		U	BAS	www.obs-viersprong.nl
17DG	19850801	19990210	U	BAS	www.obs-viersprong.nl
17DG00	19990210		D	VST	www.obs-viersprong.nl
17DG00	19850801	19990210	D	VST	www.obs-viersprong.nl
17DI	19850901		U	BAS	https://oosterhoogebrugschool.o2g2.nl
17DI	19850801	19850901	U	BAS	https://oosterhoogebrugschool.o2g2.nl
17DI00	19850901		D	VST	https://oosterhoogebrugschool.o2g2.nl
17DI00	19850801	19850901	D	VST	https://oosterhoogebrugschool.o2g2.nl
17DK	19990101		U	BAS	www.tjasker.asg.nl
17DK	19850801	19990101	U	BAS	www.tjasker.asg.nl
17DK00	19850801	19990101	D	VST	www.tjasker.asg.nl
17DK00	19990101		D	VST	www.tjasker.asg.nl
17DN	19990101		U	VOS	www.meergronden.nl
17DN	19980701	19990101	U	VOS	www.meergronden.nl
17DN	19780801	19980701	U	VOS	www.meergronden.nl
17DN00	19780801	19980701	D	VST	www.meergronden.nl
17DN00	19980701	19990101	D	VST	www.meergronden.nl
17DN00	19990101		D	VST	www.meergronden.nl
17DN01	20100901		D	VST	www.artecollege.nl
17DN01	20100801	20100901	D	VST	www.artecollege.nl
17DP	20081014	20120425	U	BAS	www.sterrenschooldeglobetrotter.nl
17DP	20120425		U	BAS	www.sterrenschooldeglobetrotter.nl
17DP	19850801	20081014	U	BAS	www.sterrenschooldeglobetrotter.nl
17DP00	20120425		D	VST	www.sterrenschooldeglobetrotter.nl
17DP00	20081014	20120425	D	VST	www.sterrenschooldeglobetrotter.nl
17DP00	19850801	20081014	D	VST	www.sterrenschooldeglobetrotter.nl
17DR	20150801		U	BAS	www.deuitvinding.nl
17DR	19850801	20150801	U	BAS	www.deuitvinding.nl
17DR00	20150801		D	VST	www.deuitvinding.nl
17DR00	19850801	20150801	D	VST	www.deuitvinding.nl
17DV	19850801	19990101	U	BAS	www.kring.asg.nl
17DV	19990101		U	BAS	www.kring.asg.nl
17DV00	19990101		D	VST	www.kring.asg.nl
17DV00	19850801	19990101	D	VST	www.kring.asg.nl
17DW	19981106	20001116	U	BAS	www.jeroenboschkpo.nl
17DW	19850801	19981106	U	BAS	www.jeroenboschkpo.nl
17DW	20001116		U	BAS	www.jeroenboschkpo.nl
17DW00	19850801	19981106	D	VST	www.jeroenboschkpo.nl
17DW00	20001116		D	VST	www.jeroenboschkpo.nl
17DW00	19981106	20001116	D	VST	www.jeroenboschkpo.nl
17DX	20170119		U	BAS	www.kring.pcboapeldoorn.nl
17DX	19850801	20170119	U	BAS	www.kring.pcboapeldoorn.nl
17DX00	20170119		D	VST	www.kring.pcboapeldoorn.nl
17DX00	19850801	20170119	D	VST	www.kring.pcboapeldoorn.nl
17DZ	19990801		U	BAS	www.kohnstammschool.nl
17DZ	19980101	19990801	U	BAS	www.kohnstammschool.nl
17DZ	19850801	19980101	U	BAS	www.kohnstammschool.nl
17DZ00	19990801		D	VST	www.kohnstammschool.nl
17DZ00	19850801	19990801	D	VST	www.kohnstammschool.nl
17EA	19850801	19981221	U	BAS	www.pausjoannes.nl
17EA	19981221		U	BAS	www.pausjoannes.nl
17EA00	19850801	19981221	D	VST	www.pausjoannes.nl
17EA00	19981221		D	VST	www.pausjoannes.nl
17EB	19850801		U	BAS	www.lonnekerschool.nl
17EB00	19850801		D	VST	www.lonnekerschool.nl
17EC	19850801		U	BAS	www.beijumkorf.nl
17EC00	19850801		D	VST	www.beijumkorf.nl
17EF	19850801	19981106	U	BAS	www.devlindertuinkpo.nl
17EF	20060201		U	BAS	www.devlindertuinkpo.nl
17EF	20001116	20030801	U	BAS	www.devlindertuinkpo.nl
17EF	20030801	20060201	U	BAS	www.devlindertuinkpo.nl
17EF	19981106	19990622	U	BAS	www.devlindertuinkpo.nl
17EF	19990622	20001116	U	BAS	www.devlindertuinkpo.nl
17EF00	20060201		D	VST	www.devlindertuinkpo.nl
17EF00	19850801	19981106	D	VST	www.devlindertuinkpo.nl
17EF00	19990622	20001116	D	VST	www.devlindertuinkpo.nl
17EF00	20001116	20030801	D	VST	www.devlindertuinkpo.nl
17EF00	19981106	19990622	D	VST	www.devlindertuinkpo.nl
17EF00	20030801	20060201	D	VST	www.devlindertuinkpo.nl
17EH	20150801		U	BAS	www.dehogeraven.nl
17EH	19850801	19980101	U	BAS	www.dehogeraven.nl
17EH	20110217	20150801	U	BAS	www.dehogeraven.nl
17EH	19980101	20110217	U	BAS	www.dehogeraven.nl
17EH00	19850801	20110217	D	VST	www.dehogeraven.nl
17EH00	20110217	20150801	D	VST	www.dehogeraven.nl
17EH00	20150801		D	VST	www.dehogeraven.nl
17EJ	20001115		U	BAS	www.obs-dordtsetil.nl
17EJ	19850801	20001115	U	BAS	www.obs-dordtsetil.nl
17EJ00	20001115		D	VST	www.obs-dordtsetil.nl
17EJ00	19850801	20001115	D	VST	www.obs-dordtsetil.nl
17EK	19850801	19961208	U	BAS	www.dekleinekeizer.nl
17EK	19961208		U	BAS	www.dekleinekeizer.nl
17EK00	19850801	19961208	D	VST	www.dekleinekeizer.nl
17EK00	19961208		D	VST	www.dekleinekeizer.nl
17EK01	20071109		D	VST	www.dekleinekeizer.nl
17EK01	19850801	19961208	D	VST	www.dekleinekeizer.nl
17EK01	20070502	20071109	D	VST	www.dekleinekeizer.nl
17EK01	19961208	20070502	D	VST	www.dekleinekeizer.nl
17EL	19850801		U	BAS	www.debroekheurne.nl
17EL00	19850801		D	VST	www.debroekheurne.nl
17EO	19850801		U	BAS	www.openbaaronderwijsrotterdam.nl
17EO00	19850801		D	VST	www.openbaaronderwijsrotterdam.nl
17EP	19850801	19981106	U	BAS	www.delindekpo.nl
17EP	19981106	20001116	U	BAS	www.delindekpo.nl
17EP	20001116		U	BAS	www.delindekpo.nl
17EP00	19981106	20001116	D	VST	www.delindekpo.nl
17EP00	20001116		D	VST	www.delindekpo.nl
17EP00	19850801	19981106	D	VST	www.delindekpo.nl
17ER	20140605		U	BAS	www.anne-frankschool.nl
17ER	19980101	20140605	U	BAS	www.anne-frankschool.nl
17ER	19850801	19980101	U	BAS	www.anne-frankschool.nl
17ER00	20140605		D	VST	www.anne-frankschool.nl
17ER00	19850801	20140605	D	VST	www.anne-frankschool.nl
17ES	20210408		U	BAS	www.christophoor.nl
17ES	20090911	20210408	U	BAS	www.christophoor.nl
17ES	19850801	20090911	U	BAS	www.christophoor.nl
17ES00	19850801	20090911	D	VST	www.christophoor.nl
17ES00	20210408		D	VST	www.christophoor.nl
17ES00	20090911	20210408	D	VST	www.christophoor.nl
17EU	20131018		U	BAS	www.archipelschool.nl
17EU	19850801	20131018	U	BAS	www.archipelschool.nl
17EU00	20131018		D	VST	www.archipelschool.nl
17EU00	19850801	20131018	D	VST	www.archipelschool.nl
17EV01	20131111		D	ILOC	www.hetzeggelt.nl
17EV01	19850801	20131111	D	ILOC	www.hetzeggelt.nl
17EW	20130801		U	BAS	vuurtoren.openbaaronderwijsgroningen.nl
17EW	19850801	20130801	U	BAS	vuurtoren.openbaaronderwijsgroningen.nl
17EW00	20130801		D	VST	vuurtoren.openbaaronderwijsgroningen.nl
17EW00	19850801	20130801	D	VST	vuurtoren.openbaaronderwijsgroningen.nl
17EZ	20001116		U	BAS	www.desaffierkpo.nl
17EZ	19970101	20001116	U	BAS	www.desaffierkpo.nl
17EZ	19850801	19970101	U	BAS	www.desaffierkpo.nl
17EZ00	19970101	20001116	D	VST	www.desaffierkpo.nl
17EZ00	19850801	19970101	D	VST	www.desaffierkpo.nl
17EZ00	20001116		D	VST	www.desaffierkpo.nl
17FC	19850801	19981221	U	BAS	www.kbselisabeth.nl
17FC	19981221		U	BAS	www.kbselisabeth.nl
17FC00	19981221		D	VST	www.kbselisabeth.nl
17FC00	19850801	19981221	D	VST	www.kbselisabeth.nl
17FE	19850801	20191111	U	BAS	https://www.daltonkc-helenparkhurst.nl/
17FE	20191111		U	BAS	https://www.daltonkc-helenparkhurst.nl/
17FE00	19850801	20191111	D	VST	https://www.daltonkc-helenparkhurst.nl/
17FE00	20191111		D	VST	https://www.daltonkc-helenparkhurst.nl/
17FE01	19850801		D	ILOC	www.daltonbasisschoolhelenparkhurstdenhaag.nl
17FG	19850801		U	BAS	www.swoaistee.nl
17FG00	19850801		D	VST	www.swoaistee.nl
17FH	20100121	20100622	U	BAS	www.daltonoverschie.nl
17FH	20100622		U	BAS	www.daltonoverschie.nl
17FH	19850801	20100121	U	BAS	www.daltonoverschie.nl
17FH00	20100121	20100622	D	VST	www.daltonoverschie.nl
17FH00	19850801	20100121	D	VST	www.daltonoverschie.nl
17FH00	20100622		D	VST	www.daltonoverschie.nl
17FH02	20171001		D	ULOC	www.bsp16hoven.nl
17FH02	20150801	20171001	D	ILOC	www.bsp16hoven.nl
17FI	19990101		U	SBAS	www.bombardon.asg-almere.nl
17FI	19980801	19990101	U	SBAS	www.bombardon.asg-almere.nl
17FI	19840901	19980801	U	SBAS	www.bombardon.asg-almere.nl
17FI00	19990101		D	VST	www.bombardon.asg-almere.nl
17FI00	19840901	19980801	D	VST	www.bombardon.asg-almere.nl
17FI00	19980801	19990101	D	VST	www.bombardon.asg-almere.nl
17FJ	20001116		U	BAS	www.klaverweidekpo.nl
17FJ	19850801	19981106	U	BAS	www.klaverweidekpo.nl
17FJ	19981106	20001116	U	BAS	www.klaverweidekpo.nl
17FJ00	19850801	19981106	D	VST	www.klaverweidekpo.nl
17FJ00	20001116		D	VST	www.klaverweidekpo.nl
17FJ00	19981106	20001116	D	VST	www.klaverweidekpo.nl
17FK	20170119	20191001	U	BAS	www.diamant.pcboapeldoorn.nl
17FK	20080901	20120522	U	BAS	www.diamant.pcboapeldoorn.nl
17FK	20191001		U	BAS	www.diamant.pcboapeldoorn.nl
17FK	20070801	20080901	U	BAS	www.diamant.pcboapeldoorn.nl
17FK	19991112	20070801	U	BAS	www.diamant.pcboapeldoorn.nl
17FK	19850801	19991112	U	BAS	www.diamant.pcboapeldoorn.nl
17FK	20120522	20170119	U	BAS	www.diamant.pcboapeldoorn.nl
17FK00	20170119	20191001	D	VST	www.diamant.pcboapeldoorn.nl
17FK00	20080901	20120522	D	VST	www.diamant.pcboapeldoorn.nl
17FK00	20070801	20080901	D	VST	www.diamant.pcboapeldoorn.nl
17FK00	20191001		D	VST	www.diamant.pcboapeldoorn.nl
17FK00	19850801	19991112	D	VST	www.diamant.pcboapeldoorn.nl
17FK00	19991112	20070801	D	VST	www.diamant.pcboapeldoorn.nl
17FK00	20120522	20170119	D	VST	www.diamant.pcboapeldoorn.nl
17FL	19850801	19961203	U	BAS	www.openbaaronderwijsutrecht.nl
17FL	19980101	20200101	U	BAS	www.openbaaronderwijsutrecht.nl
17FL	19961203	19980101	U	BAS	www.openbaaronderwijsutrecht.nl
17FL	20200101		U	BAS	www.openbaaronderwijsutrecht.nl
17FL00	19961203	20200101	D	VST	www.openbaaronderwijsutrecht.nl
17FL00	19850801	19961203	D	VST	www.openbaaronderwijsutrecht.nl
17FL00	20200101		D	VST	www.openbaaronderwijsutrecht.nl
17FR	20001116		U	BAS	www.deappelkpo.nl
17FR	19981106	20001116	U	BAS	www.deappelkpo.nl
17FR	19850801	19981106	U	BAS	www.deappelkpo.nl
17FR00	20001116		D	VST	www.deappelkpo.nl
17FR00	19981106	20001116	D	VST	www.deappelkpo.nl
17FR00	19850801	19981106	D	VST	www.deappelkpo.nl
17FU	19850801	20030513	U	BAS	www.obs-koppel.nl
17FU	20030513		U	BAS	www.obs-koppel.nl
17FU00	19850801	20030513	D	VST	www.obs-koppel.nl
17FU00	20030513		D	VST	www.obs-koppel.nl
17FV	19850801	20150518	U	BAS	www.wdrees.nl
17FV	20150518		U	BAS	www.wdrees.nl
17FV00	20150518		D	VST	www.wdrees.nl
17FV00	19850801	20150518	D	VST	www.wdrees.nl
17FY	20020801		U	BAS	www.montessorischooltuinstad.nl
17FY	19850801	20020801	U	BAS	www.montessorischooltuinstad.nl
17FY00	19850801	20020801	D	VST	www.montessorischooltuinstad.nl
17FY00	20020801		D	VST	www.montessorischooltuinstad.nl
17GM	19000101	19971111	U	VOS	www.oosterlicht.nl
17GM	19971111		U	VOS	www.oosterlicht.nl
17GM00	19971111		D	VST	www.oosterlicht.nl
17GM00	19000101	19971111	D	VST	www.oosterlicht.nl
17GM02	20190101		D	VST	www.oosterlicht.nl
17GM02	20110225	20190101	D	VST	www.oosterlicht.nl
17GM02	19000101	20110225	D	VST	www.oosterlicht.nl
17GQ	20140527	20160310	U	SPEC	impuls.ogbuitengewoon.nl
17GQ	20160310		U	SPEC	impuls.ogbuitengewoon.nl
17GQ	19000101	20120515	U	SPEC	impuls.ogbuitengewoon.nl
17GQ	20120515	20120702	U	SPEC	impuls.ogbuitengewoon.nl
17GQ	20120702	20140527	U	SPEC	impuls.ogbuitengewoon.nl
17GQ00	20120702	20140527	D	VST	impuls.ogbuitengewoon.nl
17GQ00	20140527	20160310	D	VST	impuls.ogbuitengewoon.nl
17GQ00	20120515	20120702	D	VST	impuls.ogbuitengewoon.nl
17GQ00	19000101	20120515	D	VST	impuls.ogbuitengewoon.nl
17GQ00	20160310		D	VST	impuls.ogbuitengewoon.nl
17GQ03	20180308	20180827	D	VST	www.spectrum.ogbuitengewoon.nl
17GQ03	20150206	20180308	D	VST	www.spectrum.ogbuitengewoon.nl
17GQ03	20140801	20150206	D	VST	www.spectrum.ogbuitengewoon.nl
17GQ03	20180827		D	VST	www.spectrum.ogbuitengewoon.nl
17GT	20030401	20070101	U	VOS	www.ursula.nl
17GT	19680801	19980801	U	VOS	www.ursula.nl
17GT	20070101		U	VOS	www.ursula.nl
17GT	19980801	20030401	U	VOS	www.ursula.nl
17GT00	19680801	20030401	D	VST	www.ursula.nl
17GT00	20070101		D	VST	www.ursula.nl
17GT00	20030401	20070101	D	VST	www.ursula.nl
17GU	19990525	20170119	U	BAS	www.gong.pcboapeldoorn.nl/nieuw/
17GU	20170119		U	BAS	www.gong.pcboapeldoorn.nl/nieuw/
17GU	19850801	19990525	U	BAS	www.gong.pcboapeldoorn.nl/nieuw/
